participant_id,au01_r_mean,au01_r_std,au02_r_mean,au02_r_std,au04_r_mean,au04_r_std,au05_r_mean,au05_r_std,au06_r_mean,au06_r_std,au09_r_mean,au09_r_std,au10_r_mean,au10_r_std,au12_r_mean,au12_r_std,au14_r_mean,au14_r_std,au15_r_mean,au15_r_std,au17_r_mean,au17_r_std,au20_r_mean,au20_r_std,au25_r_mean,au25_r_std,au26_r_mean,au26_r_std,au04_c_rate,au12_c_rate,au15_c_rate,au23_c_rate,au28_c_rate,au45_c_rate,au_overall_intensity,au_temporal_variation,gaze_off_forward_deg_mean,gaze_off_forward_deg_std,gaze_wander_mean,gaze_wander_std,head_pitch_deg_mean,head_pitch_deg_std,head_motion_mean,head_motion_std,head_still_ratio,clnf_valid_ratio,quality_sufficient
300,0.6003799925007978,0.7419483169161049,0.37292226614189977,0.4959875377365066,0.4170474845229231,0.5710253760910946,0.10153598611849803,0.23542544461242582,0.09378957185405808,0.27784431865862763,0.27511144856930114,0.41426050635196626,0.1910403722476332,0.37231570086070165,0.14730373720880757,0.37453447065601403,0.20035458281033933,0.3700823843942116,0.06907925640889268,0.2047452176412606,0.05533262200829699,0.19308077166737472,0.1723851106265291,0.32831538054516424,1.2030435954153813,1.297423194021695,0.03009032751834911,0.1376431343510339,0.23247526858844803,0.03536857781087118,0.16583342197638548,0.7064142112541218,0.0681842357196043,0.2532709286246144,0.2806725967108362,0.11543482040468972,11.423000892846149,3.814110012129098,0.5747792369674763,0.8638532387418488,11.555599327444453,3.9826749830522234,0.4614343144099636,0.8161367626843993,0.28654816996213717,0.973652653578648,1
301,0.13375816536436913,0.36439918396790083,0.0683780641552887,0.22528610528161783,0.09702811025662116,0.23638492853422047,0.0298505206448429,0.16281587786726923,0.018887449703898666,0.11625052115743732,0.08793241219772989,0.22315526991629786,0.03981244661950979,0.16903228671600243,0.049727550995229484,0.20143112847670985,0.10935480987826944,0.3194532352527723,0.01242437613094259,0.08472300521356733,0.019976088624773812,0.13554871949880268,0.08989147491363712,0.2909378516622016,0.580673957106432,0.6977049508200821,0.001389605321598947,0.02780799374875175,0.4280309261391676,0.05239348577068597,0.013859187366343149,0.23490705708175688,4.1125185063332785e-05,0.38830399736798815,0.09564893085093883,0.044902448688346405,14.174809432609276,2.1688942302222083,0.5695277248507725,0.7890028302155947,13.38629975395919,2.3559712101534527,0.38294438046642304,0.4917709702286252,0.4066396827343718,0.9875005056429756,1
302,0.8805645844127008,1.0998812289105644,0.7552250576197174,0.7547431908657118,1.2101789837169714,1.072712487184427,0.3034793835763452,0.4393647493730857,0.12793054722078306,0.2743256695915063,0.6788369935608023,0.7333846803282223,0.14772020594330548,0.2910477825951017,0.17199974635482201,0.35356511918108513,0.28358741862186365,0.43070988177474356,0.09043281174598476,0.22923059552825534,0.17618592783657758,0.31114307808408986,0.3364797496484346,0.4988940704552434,1.1061659517430242,1.1248277528777224,0.05459983221079121,0.231471052207029,0.4338686995781215,0.9315742728147436,0.1726001036192732,0.6953593368366516,0.05428909777218563,0.42887277033528237,0.45167051387229457,0.11767578030579391,14.108558610623943,3.5417259122065117,0.8005384332360714,0.9568827349467353,21.573102673692595,8.668966253027456,1.5204715969213147,1.6597481573986808,0.0661189358372457,0.8948794015219915,1
303,0.6472000740958035,0.7426010348784592,0.2903728819712865,0.4320761063828567,0.7593330227084484,0.7677521131417405,0.26138359790861404,0.39685538813818183,0.19349330155991162,0.3670113117093338,0.37599820420347874,0.4997353749567332,0.30860578582274983,0.4343456162479963,0.37573110974599677,0.5331860727978316,0.6381625892117615,0.7032041435290675,0.17566567214246273,0.3235642434202066,0.529451856122308,0.5806302100564452,0.5172075571162341,0.6137946977525519,1.3151237635629487,1.2875930080170892,0.06303745737852015,0.19876669185845064,0.4998964660408614,0.8256833241303148,0.34062672556598567,0.44367752622860296,0.4149986195472115,0.37686361126449475,0.460769062396466,0.1606508523727351,6.378513053397973,2.089301561317788,0.7946289392077139,0.8527148640271267,0.38070205034268484,3.318059291934048,0.7789617060715305,0.8018047843793764,0.12856257744733582,0.9818140819662889,1
304,0.9347424115781126,1.0005921347173983,0.33195421649484536,0.4883058390130555,0.624904757335448,0.9208826040579211,0.33243393655828707,0.5084507690227706,0.1009235963521015,0.2524318888797376,0.6241083735130849,0.6843505141265427,0.13915901030927835,0.29511032919716174,0.10977209278350515,0.2784736069985456,0.3500945368754957,0.5250210808852674,0.22231160904044406,0.3825823030825248,0.15500315463917524,0.32985463573715573,1.1249457486122125,0.7834148081443916,1.3083725939730373,1.540463947364632,0.11524109278350515,0.24876151753946227,0.5273592386994449,0.1697065820777161,0.41554321966693103,0.5884218873909596,0.0999206978588422,0.6360031720856463,0.4624262236320381,0.23655258826530617,15.996029065755076,3.6073346751168787,1.3767648937440453,1.5841004773624587,-2.827832729290813,6.069017134187355,2.3429810554942736,4.294497076905102,0.06173780487804878,0.054485562097000284,0
305,0.6325557832790887,0.7569890270346942,0.3221069683889341,0.5046644438472639,0.5440098949959317,0.7529322103887858,0.23376628862896665,0.3854846371672588,0.12061571948738811,0.28946336654970223,0.3562471901342555,0.4726351467958773,0.1765878199349064,0.35608461445075307,0.12762161220504475,0.291946398478094,0.35090305299023594,0.5262106530310445,0.12841870915378356,0.27248569758521785,0.11221732107404395,0.2786037873143539,0.20487200667209116,0.3860554745418471,1.3251224107607813,1.3646182361479482,0.0688026748982913,0.21042274816050457,0.2704841334418226,0.030024410089503663,0.17355573637103336,0.10612286411716843,0.007994304312449145,0.38010577705451587,0.3359891037574102,0.10470670773554035,16.4909944158535,2.1193336917565606,0.6265327338219503,0.670139594559459,3.141713137599168,4.984831135745094,0.5831144094310727,0.6572540748671686,0.2238824003221909,0.9681546105394938,1
306,0.4712482057074911,0.702493380707942,0.25707351882679347,0.5163613927019403,0.32560046254458974,0.43648255769720545,0.30918277193816884,0.4907035812848312,0.33601189548156957,0.47338025425944735,0.29205283067776455,0.4180576403099537,0.3688204442726913,0.48324345839432775,0.4933987743955608,0.6112973392241415,0.545558249504558,0.6248248677800096,0.2275679070947285,0.36343145701057733,0.2231349060642093,0.3756325503715843,0.25734976389219183,0.41039960627968736,0.5748955755846215,0.6655691611642047,0.04897999401506144,0.1731328521797856,0.4780023781212842,0.44879112168053903,0.18414585810543005,0.539833531510107,0.8652794292508917,0.3145065398335315,0.3379196642857143,0.1085272896185229,4.970430533891505,2.5506359497121336,0.8970040499059283,1.222369920034422,2.027369907605555,3.5564366798075038,0.7321318340053525,0.7491522524762521,0.13580246913580246,0.9853428630619433,1
307,0.6330638206162876,0.877303724677023,0.5162236390009782,0.691498586075248,0.5061644269381268,0.591661800290507,0.31517644702249936,0.443536735048188,0.432433055820494,0.46797090465515495,0.5307277328197603,0.6373912415489335,0.5242435975483004,0.5402657583277576,0.5356952988200049,0.5497300607674901,0.5718277993396919,0.5923352003598252,0.15560508889704083,0.3075270750257138,0.27071235693323553,0.42461046045862416,0.231951444179506,0.3937077036323933,1.3983662189410615,1.2791980541134644,0.10188728567498165,0.24991307312733854,0.31456346294937637,0.9724565908535094,0.31254585473220836,0.2727439471753485,0.08336390315480557,0.47652237710931766,0.4802913008965692,0.12549881441804198,9.880484428977692,3.1488534281988145,0.6819065777260803,0.8343503467286424,4.603498351549636,8.061629192967153,1.0489533798054125,1.1795095074463169,0.09610563262577303,0.9373010107532668,1
308,0.5232318429508341,0.7318188888587823,0.27801342695541176,0.45924238494829367,0.39222327171090277,0.5809550429727484,0.2808391701659404,0.4859629354722878,0.16176631634314892,0.3834335025347248,0.2723564714115938,0.4163408745287938,0.2696079851225846,0.4731105694144006,0.25505350794489196,0.47872189462257325,0.38662095307892075,0.5855239513064963,0.1293177816365157,0.26649985080548144,0.24967278722655048,0.3938246753256911,0.4157863741361856,0.5201000017044117,0.9011371645318895,1.013212285612134,0.16488090404507239,0.33047507568583356,0.4090849069061138,0.15577270126325982,0.2093401998327391,0.6136273603591708,0.44126061886526696,0.545578590606981,0.3343219969471745,0.1044632815105706,13.533221578183424,2.819054688078458,0.5781925589585168,0.7075382692499933,11.43964340700885,6.576479663768687,0.5865504150428609,0.8855938069059468,0.22153809006398648,0.9273430397090648,1
309,0.4636634704060565,0.7620508237496004,0.26596113368891944,0.47052625073756704,0.3212794313489332,0.463180980994446,0.12959299759119064,0.2703385383314489,0.3266797319339298,0.5407277596499748,0.18752337198898833,0.33731706347618706,0.3878609283379216,0.5962450459725206,0.3568797202339986,0.6650479163199535,0.4673588130591879,0.549645970390463,0.11034803200275292,0.25588160521319003,0.06352034230901583,0.20348322773596925,0.20217293031658637,0.3972366822300696,0.8599926102890572,0.9298944869892621,0.03197885658981418,0.15134785899017422,0.32647969717825187,0.276668960770819,0.16182037164487267,0.35977288368891946,0.06641431520991053,0.321920165175499,0.2982008835783109,0.0950416502685562,19.112234974577927,4.254591271409892,1.1595528036589782,1.4903284805747228,12.556622202595015,4.81048328294967,0.8398464736608076,1.348260568052699,0.18339401614690518,0.5749146837455004,0
