participant_id,response_latency_mean,response_latency_median,response_latency_std,response_latency_p75,response_latency_p90,response_latency_max,turn_duration_mean,turn_duration_median,turn_duration_std,turn_duration_p75,turn_duration_p90,turn_duration_max,turn_words_mean,turn_words_median,turn_words_std,turn_words_p75,turn_words_p90,turn_words_max,silence_gap_mean,silence_gap_median,silence_gap_std,silence_gap_p75,silence_gap_p90,silence_gap_max,n_response_latencies,participant_turns,interviewer_turns,total_words,session_duration_s,speak_time_ratio,words_per_second,silence_total_s,silence_ratio,quality_sufficient
300,1.6156896551724174,1.2150000000000176,1.7666851016844167,1.7575000000000358,3.0010000000000163,8.289999999999964,1.7903448275862064,1.3100000000000591,1.2973682009784369,2.3349999999999795,3.4559999999999786,7.730000000000018,4.045977011494253,3.0,3.704325045868483,6.0,9.0,20.0,1.6765895953757235,1.2000000000000455,1.5879053128052374,1.9300000000000068,3.624000000000036,8.659999999999968,58,87,87,352.0,584.6800000000001,0.2664021345009235,2.259887005649718,290.0500000000002,0.4960833276322093,1
301,0.7565306122448935,0.5900000000000034,0.6461394018429056,1.170000000000016,1.5899999999999865,2.8899999999999864,4.57153846153846,3.359999999999957,4.382343456599175,6.840000000000021,10.745000000000012,17.410000000000025,14.182692307692308,9.5,14.647633323586733,20.25,35.80000000000001,63.0,1.2075000000000005,1.0600000000000023,1.0204889214924848,1.402499999999982,2.241000000000008,7.3500000000000085,49,104,77,1475.0,774.4,0.6139462809917353,3.10238936564025,217.35000000000008,0.2806689049586778,1
302,1.817301886792458,1.5899999999999181,1.2534444104133444,2.41700000000003,3.5340000000000154,5.7000000000000455,2.15394845360825,1.5469999999999686,1.8081565503974015,2.910000000000082,4.339999999999998,8.860000000000014,6.329896907216495,5.0,5.623444388761712,9.0,14.400000000000006,27.0,1.9704540540540534,1.6269999999999811,1.236560486623346,2.6990000000000123,3.6383999999999785,5.7000000000000455,53,97,89,614.0,676.97,0.30862962908252983,2.9387411275384903,364.5339999999999,0.5384788099915799,1
303,0.8607017543859659,0.4300000000000068,1.4220702226216146,0.849999999999909,1.842000000000018,7.389999999999986,6.242038834951462,3.050000000000068,7.083387423863683,7.359999999999985,15.313999999999988,36.210000000000036,19.07766990291262,9.0,22.90872107662853,26.0,55.199999999999974,120.0,1.1176315789473672,0.6000000000000085,1.6733399223842331,1.2275000000000205,2.776999999999986,14.240000000000009,57,103,88,1965.0,934.1,0.6882881918424157,3.056320283701178,212.34999999999977,0.22733112086500348,1
304,0.7370666666666641,0.41000000000008185,0.8881017559316488,0.9499999999999886,1.7779999999999747,5.319999999999936,3.4865384615384625,1.8100000000000165,4.4844204173214965,4.010000000000012,7.6339999999999915,26.039999999999964,9.490384615384615,4.0,14.51524079155032,10.0,23.80000000000001,79.0,1.0459113300492582,0.7400000000000091,1.2319021025094457,1.3299999999999983,2.4399999999999924,9.710000000000036,75,104,100,987.0,720.04,0.5035831342703184,2.7220077220077212,212.3199999999994,0.294872507082939,1
305,0.8901136363636319,0.4900000000000091,1.2980111485007524,0.9174999999999898,2.204000000000002,8.220000000000027,3.8836458333333295,2.55499999999995,3.453894979200109,5.885000000000076,8.31599999999994,20.089999999999918,11.54861111111111,7.0,11.896445466510334,18.0,27.0,65.0,1.0085643564356466,0.75,1.052193803590236,1.22499999999998,2.1409999999999667,8.439999999999827,88,288,117,3326.0,1651.15,0.6774005995821087,2.9736519772192898,407.46000000000123,0.24677346092117688,1
306,0.43438596491227555,0.2400000000000091,0.6969306581426638,0.5199999999999818,0.8839999999999918,4.1299999999999955,4.716388888888887,3.620000000000033,4.295032543819562,6.352500000000035,10.531000000000017,25.55000000000001,14.675925925925926,9.0,15.37785125847712,23.25,35.599999999999994,89.0,0.6973113207547174,0.4649999999999608,0.7760706768923931,0.849999999999973,1.6979999999999849,4.350000000000023,57,108,105,1585.0,797.6600000000001,0.6385803475164854,3.111686985884525,147.83000000000007,0.18532958904796537,1
307,1.1115692307692318,0.6110000000000042,1.4177635689757286,1.4650000000000318,2.8723999999999705,6.315000000000055,4.5364784946236485,3.41100000000003,3.9817448520393444,6.689999999999998,10.486499999999992,22.51600000000002,13.951612903225806,10.0,14.208615536464462,20.0,35.0,77.0,0.8730326086956565,0.5995000000000061,1.1921077830162758,1.0690000000000168,1.6854999999999976,10.509999999999991,65,186,91,2595.0,1175.025,0.7180996149018094,3.0754279822466675,240.9570000000012,0.2050654241399129,1
308,1.66798,1.1899999999999977,1.5938498736079227,1.8659999999999997,3.765999999999997,7.559999999999945,2.121474025974022,1.5,1.9266913136661286,2.7524999999999835,4.144999999999952,11.490000000000009,5.7727272727272725,4.5,5.383383196457925,7.0,13.0,31.0,1.7422286995515723,1.4739999999999895,1.3844977774191536,2.068000000000012,2.8820000000000054,11.470000000000027,50,154,70,889.0,805.737,0.40547598037572985,2.721092599791255,388.5170000000006,0.48218835674668115,1
309,1.7165714285714306,1.0249999999999986,1.8636891108875473,2.5215000000000316,3.782999999999987,8.766999999999939,1.9363617021276576,1.2850000000000108,2.1666462752229565,2.2624999999999744,3.625499999999989,14.0,7.414893617021277,4.5,10.153512728773403,7.0,13.700000000000003,64.0,1.9925771428571437,1.0909999999999798,1.942037555482932,2.8704999999999785,5.0686000000000595,11.562000000000012,56,94,82,697.0,624.139,0.2916305502460186,3.8292916085222384,348.70100000000014,0.5586912530702297,1
