participant_id,tt_response_latency_mean,tt_response_latency_median,tt_response_latency_std,tt_response_latency_p75,tt_response_latency_p90,tt_response_latency_max,tt_turn_duration_mean,tt_turn_duration_median,tt_turn_duration_std,tt_turn_duration_p75,tt_turn_duration_p90,tt_turn_duration_max,tt_turn_words_mean,tt_turn_words_median,tt_turn_words_std,tt_turn_words_p75,tt_turn_words_p90,tt_turn_words_max,tt_silence_gap_mean,tt_silence_gap_median,tt_silence_gap_std,tt_silence_gap_p75,tt_silence_gap_p90,tt_silence_gap_max,tt_n_response_latencies,tt_participant_turns,tt_interviewer_turns,tt_total_words,tt_session_duration_s,tt_speak_time_ratio,tt_words_per_second,tt_silence_total_s,tt_silence_ratio,tt_quality_sufficient,ac_voiced_ratio,ac_n_frames_total,ac_n_frames_voiced,ac_voiced_seg_dur_mean,ac_voiced_seg_dur_std,ac_voiced_seg_dur_median,ac_voiced_seg_dur_iqr,ac_voiced_seg_dur_p10,ac_voiced_seg_dur_p90,ac_voiced_seg_per_min,ac_f0_mean,ac_f0_std,ac_f0_median,ac_f0_iqr,ac_f0_p10,ac_f0_p90,ac_naq_mean,ac_naq_std,ac_naq_median,ac_naq_iqr,ac_naq_p10,ac_naq_p90,ac_qoq_mean,ac_qoq_std,ac_qoq_median,ac_qoq_iqr,ac_qoq_p10,ac_qoq_p90,ac_h1h2_mean,ac_h1h2_std,ac_h1h2_median,ac_h1h2_iqr,ac_h1h2_p10,ac_h1h2_p90,ac_psp_mean,ac_psp_std,ac_psp_median,ac_psp_iqr,ac_psp_p10,ac_psp_p90,ac_mdq_mean,ac_mdq_std,ac_mdq_median,ac_mdq_iqr,ac_mdq_p10,ac_mdq_p90,ac_peakslope_mean,ac_peakslope_std,ac_peakslope_median,ac_peakslope_iqr,ac_peakslope_p10,ac_peakslope_p90,ac_rd_mean,ac_rd_std,ac_rd_median,ac_rd_iqr,ac_rd_p10,ac_rd_p90,ac_mcep0_mean,ac_mcep0_std,ac_mcep0_median,ac_mcep0_iqr,ac_mcep0_p10,ac_mcep0_p90,ac_formant_f1_mean,ac_formant_f1_std,ac_formant_f1_median,ac_formant_f1_iqr,ac_formant_f1_p10,ac_formant_f1_p90,ac_formant_f2_mean,ac_formant_f2_std,ac_formant_f2_median,ac_formant_f2_iqr,ac_formant_f2_p10,ac_formant_f2_p90,ac_formant_f3_mean,ac_formant_f3_std,ac_formant_f3_median,ac_formant_f3_iqr,ac_formant_f3_p10,ac_formant_f3_p90,ac_quality_sufficient,vi_au01_r_mean,vi_au01_r_std,vi_au02_r_mean,vi_au02_r_std,vi_au04_r_mean,vi_au04_r_std,vi_au05_r_mean,vi_au05_r_std,vi_au06_r_mean,vi_au06_r_std,vi_au09_r_mean,vi_au09_r_std,vi_au10_r_mean,vi_au10_r_std,vi_au12_r_mean,vi_au12_r_std,vi_au14_r_mean,vi_au14_r_std,vi_au15_r_mean,vi_au15_r_std,vi_au17_r_mean,vi_au17_r_std,vi_au20_r_mean,vi_au20_r_std,vi_au25_r_mean,vi_au25_r_std,vi_au26_r_mean,vi_au26_r_std,vi_au04_c_rate,vi_au12_c_rate,vi_au15_c_rate,vi_au23_c_rate,vi_au28_c_rate,vi_au45_c_rate,vi_au_overall_intensity,vi_au_temporal_variation,vi_gaze_off_forward_deg_mean,vi_gaze_off_forward_deg_std,vi_gaze_wander_mean,vi_gaze_wander_std,vi_head_pitch_deg_mean,vi_head_pitch_deg_std,vi_head_motion_mean,vi_head_motion_std,vi_head_still_ratio,vi_clnf_valid_ratio,vi_quality_sufficient
300,1.6156896551724174,1.2150000000000176,1.7666851016844167,1.7575000000000358,3.0010000000000163,8.289999999999964,1.7903448275862064,1.3100000000000591,1.2973682009784369,2.3349999999999795,3.4559999999999786,7.730000000000018,4.045977011494253,3.0,3.704325045868483,6.0,9.0,20.0,1.6765895953757235,1.2000000000000455,1.5879053128052374,1.9300000000000068,3.624000000000036,8.659999999999968,58,87,87,352.0,584.6800000000001,0.2664021345009235,2.259887005649718,290.0500000000002,0.4960833276322093,1,0.4296001603676119,64851,27860,0.13874501992031874,0.2375353165712945,0.05,0.11000000000000001,0.02,0.35299999999999954,185.7797104131008,153.5949928212491,49.54353406672961,122.5,60.0,119.5,231.0,0.10620450056742642,0.06017822698361575,0.10668,0.09048,0.0234206,0.18470200000000003,0.34225520274243365,0.17202668528612777,0.35458999999999996,0.2372375,0.0967752,0.56581,2.3744611247290166,7.147331847119894,2.5937,7.1636225,-6.141349999999999,10.447,0.29594650478083273,0.19836206479569857,0.25780499999999995,0.22434250000000003,0.0882865,0.548942,0.1222757436913137,0.026588671469826637,0.123245,0.03384000000000001,0.0880987,0.15518100000000004,-0.34505642139267767,0.07031655339059711,-0.34186,0.09204000000000001,-0.44059099999999995,-0.25796,1.443602553481694,0.6275900253080717,1.4388,0.9354475,0.522336,2.3647,-8.353624910265614,1.2454794107738607,-8.6802,1.0703250000000004,-9.44511,-6.435899999999985,543.7945044766913,308.4522994354924,470.9,415.595,226.67000000000002,929.0060000000002,1550.6412526408315,449.796735294014,1586.2,651.75,916.5,2091.1,2456.1860425308805,450.97716161878225,2475.5,574.4499999999998,1875.6,3031.0,1,0.6003799925007978,0.7419483169161049,0.37292226614189977,0.4959875377365066,0.4170474845229231,0.5710253760910946,0.10153598611849803,0.23542544461242582,0.09378957185405808,0.27784431865862763,0.27511144856930114,0.41426050635196626,0.1910403722476332,0.37231570086070165,0.14730373720880757,0.37453447065601403,0.20035458281033933,0.3700823843942116,0.06907925640889268,0.2047452176412606,0.05533262200829699,0.19308077166737472,0.1723851106265291,0.32831538054516424,1.2030435954153813,1.297423194021695,0.03009032751834911,0.1376431343510339,0.23247526858844803,0.03536857781087118,0.16583342197638548,0.7064142112541218,0.0681842357196043,0.2532709286246144,0.2806725967108362,0.11543482040468972,11.423000892846149,3.814110012129098,0.5747792369674763,0.8638532387418488,11.555599327444453,3.9826749830522234,0.4614343144099636,0.8161367626843993,0.28654816996213717,0.973652653578648,1
301,0.7565306122448935,0.5900000000000034,0.6461394018429056,1.170000000000016,1.5899999999999865,2.8899999999999864,4.57153846153846,3.359999999999957,4.382343456599175,6.840000000000021,10.745000000000012,17.410000000000025,14.182692307692308,9.5,14.647633323586733,20.25,35.80000000000001,63.0,1.2075000000000005,1.0600000000000023,1.0204889214924848,1.402499999999982,2.241000000000008,7.3500000000000085,49,104,77,1475.0,774.4,0.6139462809917353,3.10238936564025,217.35000000000008,0.2806689049586778,1,0.3928922550340458,82389,32370,0.16398176291793315,0.1976071437322927,0.09,0.19,0.02,0.4070000000000004,143.7570549466555,115.8322829780661,31.796341792470784,103.5,29.0,89.5,169.5,0.10205510994659871,0.05118416372670333,0.10976,0.06588700000000001,0.021050700000000002,0.16205100000000003,0.3625355759396355,0.18063350078509122,0.38155,0.22812749999999998,0.0867214,0.5987480000000002,-0.2551891609825147,5.740283375880757,0.15902,4.460025,-5.4738299999999995,4.775570000000004,0.2172950601996231,0.1755723154025138,0.17109,0.12491250000000004,0.0857706,0.40704100000000004,0.09138001709607663,0.02628719658354846,0.08798500000000001,0.027565250000000013,0.061651899999999996,0.12621100000000002,-0.3959399593141798,0.06543992540444109,-0.396875,0.08955749999999996,-0.4825,-0.31604899999999997,1.2961013978992895,0.45382786580519585,1.2258,0.614285,0.775857,1.9523300000000006,-8.528566694470188,0.7391828415416822,-8.5038,1.0749499999999994,-9.52531,-7.5682399999999985,551.428361973336,251.42499848854598,520.875,371.18749999999994,253.45100000000002,854.1750000000002,1589.1316227931713,430.00718845309865,1660.8,563.6000000000001,960.091,2108.8,2512.9171055635156,422.65809646514873,2509.6,472.9749999999999,1920.8,3022.3,1,0.13375816536436913,0.36439918396790083,0.0683780641552887,0.22528610528161783,0.09702811025662116,0.23638492853422047,0.0298505206448429,0.16281587786726923,0.018887449703898666,0.11625052115743732,0.08793241219772989,0.22315526991629786,0.03981244661950979,0.16903228671600243,0.049727550995229484,0.20143112847670985,0.10935480987826944,0.3194532352527723,0.01242437613094259,0.08472300521356733,0.019976088624773812,0.13554871949880268,0.08989147491363712,0.2909378516622016,0.580673957106432,0.6977049508200821,0.001389605321598947,0.02780799374875175,0.4280309261391676,0.05239348577068597,0.013859187366343149,0.23490705708175688,4.1125185063332785e-05,0.38830399736798815,0.09564893085093883,0.044902448688346405,14.174809432609276,2.1688942302222083,0.5695277248507725,0.7890028302155947,13.38629975395919,2.3559712101534527,0.38294438046642304,0.4917709702286252,0.4066396827343718,0.9875005056429756,1
302,1.817301886792458,1.5899999999999181,1.2534444104133444,2.41700000000003,3.5340000000000154,5.7000000000000455,2.15394845360825,1.5469999999999686,1.8081565503974015,2.910000000000082,4.339999999999998,8.860000000000014,6.329896907216495,5.0,5.623444388761712,9.0,14.400000000000006,27.0,1.9704540540540534,1.6269999999999811,1.236560486623346,2.6990000000000123,3.6383999999999785,5.7000000000000455,53,97,89,614.0,676.97,0.30862962908252983,2.9387411275384903,364.5339999999999,0.5384788099915799,1,0.2344126833511248,75879,17787,0.14472742066720912,0.16938464632317557,0.08,0.17,0.02,0.37,97.18103823192187,125.67554955866645,37.32893072870656,109.5,35.5,95.5,194.0,0.06382897100735481,0.06890333382523922,0.032453,0.0957815,0.0018431600000000002,0.1811,0.23536473454795637,0.21980779293773675,0.15151,0.294635,0.0132996,0.619894,2.3269573731652327,6.491738053348218,2.2965,5.693099999999999,-4.25106,9.41002,0.47579699336969133,0.39266336038495275,0.3512,0.448675,0.08688900000000002,1.03284,0.11415323243885984,0.026137912692985495,0.11375,0.030999000000000027,0.0815824,0.146588,-0.4084652246022376,0.051289074266909505,-0.41679,0.06802999999999998,-0.46631,-0.33972,1.6791263158486536,0.4805011840794961,1.6973,0.6547999999999998,1.0395200000000002,2.33094,-9.178665930173723,0.507095270058615,-9.2425,0.7104499999999998,-9.77054,-8.472719999999999,532.1493206297531,279.7181317407037,468.26,350.175,246.78,895.4,1561.2320176351966,445.8460216274884,1619.0,685.3,944.88,2106.0,2452.1770502563563,425.3736096586443,2442.2,503.4500000000003,1906.6,3000.3,1,0.8805645844127008,1.0998812289105644,0.7552250576197174,0.7547431908657118,1.2101789837169714,1.072712487184427,0.3034793835763452,0.4393647493730857,0.12793054722078306,0.2743256695915063,0.6788369935608023,0.7333846803282223,0.14772020594330548,0.2910477825951017,0.17199974635482201,0.35356511918108513,0.28358741862186365,0.43070988177474356,0.09043281174598476,0.22923059552825534,0.17618592783657758,0.31114307808408986,0.3364797496484346,0.4988940704552434,1.1061659517430242,1.1248277528777224,0.05459983221079121,0.231471052207029,0.4338686995781215,0.9315742728147436,0.1726001036192732,0.6953593368366516,0.05428909777218563,0.42887277033528237,0.45167051387229457,0.11767578030579391,14.108558610623943,3.5417259122065117,0.8005384332360714,0.9568827349467353,21.573102673692595,8.668966253027456,1.5204715969213147,1.6597481573986808,0.0661189358372457,0.8948794015219915,1
303,0.8607017543859659,0.4300000000000068,1.4220702226216146,0.849999999999909,1.842000000000018,7.389999999999986,6.242038834951462,3.050000000000068,7.083387423863683,7.359999999999985,15.313999999999988,36.210000000000036,19.07766990291262,9.0,22.90872107662853,26.0,55.199999999999974,120.0,1.1176315789473672,0.6000000000000085,1.6733399223842331,1.2275000000000205,2.776999999999986,14.240000000000009,57,103,88,1965.0,934.1,0.6882881918424157,3.056320283701178,212.34999999999977,0.22733112086500348,1,0.5073227171695643,98529,49986,0.17909709781440344,0.21484008258324513,0.1,0.225,0.02,0.45,169.96011326614502,199.18730244468452,43.504284467072786,189.0,39.0,160.5,256.0,0.11940711130443124,0.052926932096055264,0.12201,0.0578535,0.04116,0.18360500000000002,0.4236270201539631,0.16340878859753166,0.45751,0.17294500000000002,0.16846,0.59337,5.859107426669948,6.42641008299207,6.28055,8.413475,-1.11735,13.354,0.2674035013587805,0.1567683788551093,0.23714,0.1448725,0.13378,0.44972500000000004,0.11247765799223781,0.02786024598927432,0.11232500000000001,0.037711499999999995,0.076923,0.14897,-0.35989155141439605,0.06468847486358863,-0.36480500000000005,0.08411999999999997,-0.44015499999999996,-0.273505,1.5061936430200458,0.4415579401765315,1.4786,0.589675,0.959715,2.1173,-8.52557398271516,0.7465957187248743,-8.4918,1.1404999999999994,-9.5694,-7.5619499999999995,500.2850919363029,229.26746529345127,460.7,287.65,258.34,808.995,1635.6178795929557,442.5261195692098,1744.6,576.9749999999999,976.145,2126.8,2560.7604443158043,468.40762733548127,2560.25,614.875,1906.9,3163.55,1,0.6472000740958035,0.7426010348784592,0.2903728819712865,0.4320761063828567,0.7593330227084484,0.7677521131417405,0.26138359790861404,0.39685538813818183,0.19349330155991162,0.3670113117093338,0.37599820420347874,0.4997353749567332,0.30860578582274983,0.4343456162479963,0.37573110974599677,0.5331860727978316,0.6381625892117615,0.7032041435290675,0.17566567214246273,0.3235642434202066,0.529451856122308,0.5806302100564452,0.5172075571162341,0.6137946977525519,1.3151237635629487,1.2875930080170892,0.06303745737852015,0.19876669185845064,0.4998964660408614,0.8256833241303148,0.34062672556598567,0.44367752622860296,0.4149986195472115,0.37686361126449475,0.460769062396466,0.1606508523727351,6.378513053397973,2.089301561317788,0.7946289392077139,0.8527148640271267,0.38070205034268484,3.318059291934048,0.7789617060715305,0.8018047843793764,0.12856257744733582,0.9818140819662889,1
304,0.7370666666666641,0.41000000000008185,0.8881017559316488,0.9499999999999886,1.7779999999999747,5.319999999999936,3.4865384615384625,1.8100000000000165,4.4844204173214965,4.010000000000012,7.6339999999999915,26.039999999999964,9.490384615384615,4.0,14.51524079155032,10.0,23.80000000000001,79.0,1.0459113300492582,0.7400000000000091,1.2319021025094457,1.3299999999999983,2.4399999999999924,9.710000000000036,75,104,100,987.0,720.04,0.5035831342703184,2.7220077220077212,212.3199999999994,0.294872507082939,1,0.4095760787282362,79260,32463,0.14898118402937127,0.20426446946831164,0.06,0.15,0.02,0.39,164.95079485238455,218.01708098450544,48.12775231968089,205.0,54.5,172.5,283.5,0.11723743785948516,0.05734568357266188,0.12225,0.07257350000000001,0.03041400000000001,0.187588,0.38644396373907525,0.16816122011273535,0.41856,0.20301000000000002,0.11916,0.5735439999999999,5.060366334203278,6.285884854700191,5.3273,8.17633,-1.5809999999999997,12.269,0.2682867707707236,0.17785823011063706,0.23279,0.15493999999999997,0.11622,0.46567199999999986,0.11614225642300466,0.029521573377296637,0.11773,0.040334499999999995,0.0766516,0.152898,-0.35486494686258196,0.060764769447512974,-0.36237,0.08082499999999998,-0.42741,-0.268772,1.4703305972953826,0.4601389575688833,1.4417,0.6172499999999999,0.8915940000000001,2.1202,-8.801770680466994,0.737569780068635,-8.8846,1.0792000000000002,-9.71348,-7.771680000000001,510.9981500201974,230.28861352035577,474.455,309.1475,259.85,809.59,1631.0135960261557,466.53060629255236,1754.9,652.8000000000002,902.542,2157.3,2538.4230591532228,454.6400706824007,2527.9,590.3749999999995,1946.8,3132.4300000000003,1,0.9347424115781126,1.0005921347173983,0.33195421649484536,0.4883058390130555,0.624904757335448,0.9208826040579211,0.33243393655828707,0.5084507690227706,0.1009235963521015,0.2524318888797376,0.6241083735130849,0.6843505141265427,0.13915901030927835,0.29511032919716174,0.10977209278350515,0.2784736069985456,0.3500945368754957,0.5250210808852674,0.22231160904044406,0.3825823030825248,0.15500315463917524,0.32985463573715573,1.1249457486122125,0.7834148081443916,1.3083725939730373,1.540463947364632,0.11524109278350515,0.24876151753946227,0.5273592386994449,0.1697065820777161,0.41554321966693103,0.5884218873909596,0.0999206978588422,0.6360031720856463,0.4624262236320381,0.23655258826530617,15.996029065755076,3.6073346751168787,1.3767648937440453,1.5841004773624587,-2.827832729290813,6.069017134187355,2.3429810554942736,4.294497076905102,0.06173780487804878,0.054485562097000284,0
305,0.8901136363636319,0.4900000000000091,1.2980111485007524,0.9174999999999898,2.204000000000002,8.220000000000027,3.8836458333333295,2.55499999999995,3.453894979200109,5.885000000000076,8.31599999999994,20.089999999999918,11.54861111111111,7.0,11.896445466510334,18.0,27.0,65.0,1.0085643564356466,0.75,1.052193803590236,1.22499999999998,2.1409999999999667,8.439999999999827,88,288,117,3326.0,1651.15,0.6774005995821087,2.9736519772192898,407.46000000000123,0.24677346092117688,1,0.38221830985915495,170400,65130,0.1407911802853437,0.17641595912947308,0.07,0.15,0.02,0.36,162.88732394366198,126.22418240442192,39.949955396338055,114.0,32.5,94.0,192.0,0.07968320924571504,0.05268529515686831,0.073764,0.079302,0.011865500000000003,0.15141099999999996,0.24900296503225858,0.2245238577518851,0.23816,0.19665250000000004,0.05511640000000001,0.44047,1.099579621108859,8.319965113607587,1.27525,8.0825,-9.39283,10.456099999999998,0.29834527610937966,0.24421752139071612,0.21907,0.26406,0.08553770000000001,0.626752,0.11201113843282665,0.027762231621131946,0.11254,0.0367845,0.0761089,0.14697,-0.4559786417933364,0.05405049031154164,-0.46177,0.07613000000000003,-0.5211210000000001,-0.383477,1.520512276370336,0.5953622223193599,1.5122,0.92215,0.697643,2.3991,-7.336366869338246,0.5891489977188603,-7.355,0.7716000000000003,-8.0705,-6.58039,477.4764452701116,164.12073117128884,445.45,251.01500000000004,297.0,692.6610000000001,1479.7952675866118,450.61633895959005,1434.1,639.9000000000001,935.36,2116.5,2490.3386874339403,480.86519555520414,2443.9,573.5999999999999,1937.3,3185.8,1,0.6325557832790887,0.7569890270346942,0.3221069683889341,0.5046644438472639,0.5440098949959317,0.7529322103887858,0.23376628862896665,0.3854846371672588,0.12061571948738811,0.28946336654970223,0.3562471901342555,0.4726351467958773,0.1765878199349064,0.35608461445075307,0.12762161220504475,0.291946398478094,0.35090305299023594,0.5262106530310445,0.12841870915378356,0.27248569758521785,0.11221732107404395,0.2786037873143539,0.20487200667209116,0.3860554745418471,1.3251224107607813,1.3646182361479482,0.0688026748982913,0.21042274816050457,0.2704841334418226,0.030024410089503663,0.17355573637103336,0.10612286411716843,0.007994304312449145,0.38010577705451587,0.3359891037574102,0.10470670773554035,16.4909944158535,2.1193336917565606,0.6265327338219503,0.670139594559459,3.141713137599168,4.984831135745094,0.5831144094310727,0.6572540748671686,0.2238824003221909,0.9681546105394938,1
306,0.43438596491227555,0.2400000000000091,0.6969306581426638,0.5199999999999818,0.8839999999999918,4.1299999999999955,4.716388888888887,3.620000000000033,4.295032543819562,6.352500000000035,10.531000000000017,25.55000000000001,14.675925925925926,9.0,15.37785125847712,23.25,35.599999999999994,89.0,0.6973113207547174,0.4649999999999608,0.7760706768923931,0.849999999999973,1.6979999999999849,4.350000000000023,57,108,105,1585.0,797.6600000000001,0.6385803475164854,3.111686985884525,147.83000000000007,0.18532958904796537,1,0.42150590264424476,85809,36169,0.12493609671848016,0.13485969575769993,0.08,0.15,0.02,0.3,202.42631891759603,182.720091791313,49.68216370932421,166.0,57.0,138.5,263.5,0.1010420458843114,0.06552203441212899,0.091684,0.096774,0.0178452,0.196422,0.29494252144785316,0.1665700853657311,0.29142,0.25059,0.067773,0.51844,2.098255703250435,8.476378559031497,0.71775,11.308300000000001,-8.09522,13.156200000000002,0.3051715932919378,0.2091006014108628,0.26866,0.22627,0.09183080000000003,0.556366,0.1132785151118361,0.030855211681962313,0.11475,0.04270499999999999,0.07151439999999999,0.15216,-0.45114276701042333,0.054032363251164915,-0.45599,0.07293,-0.5168119999999999,-0.37964,1.4556129649700018,0.5435956501905852,1.4515,0.8010000000000002,0.719136,2.2229200000000002,-7.5195640133816255,0.5484989468151221,-7.5771,0.6802000000000001,-8.15784,-6.8273,483.118481507265,191.5821005249537,431.73,251.53000000000003,286.562,775.4,1542.241898777861,508.09372526750576,1552.0,879.5999999999999,889.6700000000001,2210.3,2553.542044196923,504.28867408814904,2545.4,701.8999999999996,1937.72,3207.6,1,0.4712482057074911,0.702493380707942,0.25707351882679347,0.5163613927019403,0.32560046254458974,0.43648255769720545,0.30918277193816884,0.4907035812848312,0.33601189548156957,0.47338025425944735,0.29205283067776455,0.4180576403099537,0.3688204442726913,0.48324345839432775,0.4933987743955608,0.6112973392241415,0.545558249504558,0.6248248677800096,0.2275679070947285,0.36343145701057733,0.2231349060642093,0.3756325503715843,0.25734976389219183,0.41039960627968736,0.5748955755846215,0.6655691611642047,0.04897999401506144,0.1731328521797856,0.4780023781212842,0.44879112168053903,0.18414585810543005,0.539833531510107,0.8652794292508917,0.3145065398335315,0.3379196642857143,0.1085272896185229,4.970430533891505,2.5506359497121336,0.8970040499059283,1.222369920034422,2.027369907605555,3.5564366798075038,0.7321318340053525,0.7491522524762521,0.13580246913580246,0.9853428630619433,1
307,1.1115692307692318,0.6110000000000042,1.4177635689757286,1.4650000000000318,2.8723999999999705,6.315000000000055,4.5364784946236485,3.41100000000003,3.9817448520393444,6.689999999999998,10.486499999999992,22.51600000000002,13.951612903225806,10.0,14.208615536464462,20.0,35.0,77.0,0.8730326086956565,0.5995000000000061,1.1921077830162758,1.0690000000000168,1.6854999999999976,10.509999999999991,65,186,91,2595.0,1175.025,0.7180996149018094,3.0754279822466675,240.9570000000012,0.2050654241399129,1,0.5581575569709152,123879,69144,0.18855740387237524,0.26018635088620395,0.07,0.22,0.02,0.51,177.60879567965515,209.09417303019785,46.44586238123976,198.0,52.0,167.0,272.0,0.12112295662976108,0.0613008571949554,0.120665,0.08959875,0.0396732,0.20271700000000006,0.35967908326446263,0.16101719923295166,0.36976,0.228595,0.14062,0.56273,3.984095668672727,8.018105922838815,4.09695,10.445487499999999,-6.24615,13.852700000000004,0.3254713225340015,0.18650560597527113,0.29427,0.21104250000000002,0.138433,0.5541720000000002,0.12030819399340506,0.027954049866116118,0.12172,0.037812499999999985,0.0830736,0.15514,-0.3833202855200741,0.07621642486438623,-0.38595,0.10830250000000002,-0.4816,-0.28167299999999995,1.4729283326102047,0.552908239835242,1.4691,0.81575,0.72202,2.2667700000000006,-6.8035938302672685,0.7238280667138259,-6.81395,1.0458249999999998,-7.73657,-5.85943,511.27340132367914,172.02980430921545,497.0,205.09499999999997,312.48,744.92,1596.0652595639456,493.0133684943896,1674.7,831.1999999999998,914.575,2191.7,2579.6515098669856,516.5743940257557,2567.4,819.8000000000002,1932.55,3256.05,1,0.6330638206162876,0.877303724677023,0.5162236390009782,0.691498586075248,0.5061644269381268,0.591661800290507,0.31517644702249936,0.443536735048188,0.432433055820494,0.46797090465515495,0.5307277328197603,0.6373912415489335,0.5242435975483004,0.5402657583277576,0.5356952988200049,0.5497300607674901,0.5718277993396919,0.5923352003598252,0.15560508889704083,0.3075270750257138,0.27071235693323553,0.42461046045862416,0.231951444179506,0.3937077036323933,1.3983662189410615,1.2791980541134644,0.10188728567498165,0.24991307312733854,0.31456346294937637,0.9724565908535094,0.31254585473220836,0.2727439471753485,0.08336390315480557,0.47652237710931766,0.4802913008965692,0.12549881441804198,9.880484428977692,3.1488534281988145,0.6819065777260803,0.8343503467286424,4.603498351549636,8.061629192967153,1.0489533798054125,1.1795095074463169,0.09610563262577303,0.9373010107532668,1
308,1.66798,1.1899999999999977,1.5938498736079227,1.8659999999999997,3.765999999999997,7.559999999999945,2.121474025974022,1.5,1.9266913136661286,2.7524999999999835,4.144999999999952,11.490000000000009,5.7727272727272725,4.5,5.383383196457925,7.0,13.0,31.0,1.7422286995515723,1.4739999999999895,1.3844977774191536,2.068000000000012,2.8820000000000054,11.470000000000027,50,154,70,889.0,805.737,0.40547598037572985,2.721092599791255,388.5170000000006,0.48218835674668115,1,0.2702166897187644,86760,23444,0.10929603729603729,0.13953208020454794,0.04,0.13,0.02,0.29,148.34024896265558,200.15993431155093,45.72122309462539,186.5,51.0,160.0,268.0,0.11206322226268896,0.0759504015740214,0.11278,0.13202599999999998,0.00430243,0.21382400000000001,0.3165538244711099,0.18828364981105833,0.341165,0.3123175,0.0196692,0.5490240000000001,6.291953731576864,8.473555521293633,7.1389499999999995,12.418,-3.7737499999999997,16.4887,0.3374816509649804,0.2756910251138922,0.28658,0.2312875,0.05429820000000002,0.6056020000000001,0.12377760822129329,0.02928660978141446,0.12607,0.0394625,0.0845132,0.15945,-0.46776994966729235,0.0481041001780386,-0.47626500000000005,0.062042500000000056,-0.521507,-0.40258499999999997,1.4775615185121993,0.5508204826460434,1.4743,0.815525,0.7295,2.2631,-7.619177192458625,0.509803731748044,-7.68265,0.6664500000000002,-8.2086,-6.93409,494.33780968121295,199.82036217693928,444.75,276.93000000000006,282.464,787.4620000000001,1446.4300352798757,508.7742594022379,1357.5,844.05,859.5880000000001,2158.5,2495.7667868795756,522.9072689878992,2461.6,712.9499999999998,1874.94,3214.6600000000003,1,0.5232318429508341,0.7318188888587823,0.27801342695541176,0.45924238494829367,0.39222327171090277,0.5809550429727484,0.2808391701659404,0.4859629354722878,0.16176631634314892,0.3834335025347248,0.2723564714115938,0.4163408745287938,0.2696079851225846,0.4731105694144006,0.25505350794489196,0.47872189462257325,0.38662095307892075,0.5855239513064963,0.1293177816365157,0.26649985080548144,0.24967278722655048,0.3938246753256911,0.4157863741361856,0.5201000017044117,0.9011371645318895,1.013212285612134,0.16488090404507239,0.33047507568583356,0.4090849069061138,0.15577270126325982,0.2093401998327391,0.6136273603591708,0.44126061886526696,0.545578590606981,0.3343219969471745,0.1044632815105706,13.533221578183424,2.819054688078458,0.5781925589585168,0.7075382692499933,11.43964340700885,6.576479663768687,0.5865504150428609,0.8855938069059468,0.22153809006398648,0.9273430397090648,1
309,1.7165714285714306,1.0249999999999986,1.8636891108875473,2.5215000000000316,3.782999999999987,8.766999999999939,1.9363617021276576,1.2850000000000108,2.1666462752229565,2.2624999999999744,3.625499999999989,14.0,7.414893617021277,4.5,10.153512728773403,7.0,13.700000000000003,64.0,1.9925771428571437,1.0909999999999798,1.942037555482932,2.8704999999999785,5.0686000000000595,11.562000000000012,56,94,82,697.0,624.139,0.2916305502460186,3.8292916085222384,348.70100000000014,0.5586912530702297,1,0.2474178603306839,70581,17463,0.15291593695271452,0.18873389083539405,0.08,0.16,0.02,0.41900000000000087,97.07995069494625,143.56585351886847,38.40080749378046,126.0,47.0,114.5,210.0,0.06294261609135819,0.03420190161443103,0.067917,0.03894200000000001,0.008020860000000001,0.09799020000000003,0.2147611779888049,0.10944098227289559,0.2322,0.11243,0.0371588,0.32325600000000004,-1.2339692622434424,5.603460176324731,-2.4651,3.92909,-5.76396,6.023840000000009,0.16389241448571265,0.20791994114023749,0.08052,0.138483,0.0405834,0.39346600000000004,0.08375956791673825,0.034636039726334396,0.07105,0.05156200000000001,0.0507404,0.13610400000000003,-0.35097197285689746,0.06818976703572609,-0.35248,0.08653,-0.438778,-0.26213,0.9366978938326749,0.5884463143432012,0.60675,0.8951100000000002,0.44554,1.8579800000000002,-8.910909173681498,1.6705751701230593,-8.3203,3.208549999999999,-11.454,-7.08152,739.2393995465175,338.9800589094182,728.49,466.31,305.92,1181.1,1671.4239564940126,413.3811054124784,1641.3,554.5,1169.3400000000001,2205.5,2567.9977410897754,436.04896767651627,2574.0,563.8999999999996,2019.3400000000001,3129.36,1,0.4636634704060565,0.7620508237496004,0.26596113368891944,0.47052625073756704,0.3212794313489332,0.463180980994446,0.12959299759119064,0.2703385383314489,0.3266797319339298,0.5407277596499748,0.18752337198898833,0.33731706347618706,0.3878609283379216,0.5962450459725206,0.3568797202339986,0.6650479163199535,0.4673588130591879,0.549645970390463,0.11034803200275292,0.25588160521319003,0.06352034230901583,0.20348322773596925,0.20217293031658637,0.3972366822300696,0.8599926102890572,0.9298944869892621,0.03197885658981418,0.15134785899017422,0.32647969717825187,0.276668960770819,0.16182037164487267,0.35977288368891946,0.06641431520991053,0.321920165175499,0.2982008835783109,0.0950416502685562,19.112234974577927,4.254591271409892,1.1595528036589782,1.4903284805747228,12.556622202595015,4.81048328294967,0.8398464736608076,1.348260568052699,0.18339401614690518,0.5749146837455004,0
